symbol,publishedAt,title,description,sentiment,neg,neu,pos,url
ITC,2025-10-25T04:35:38Z,"Q2 Results Next Week: BEL, Coal India, L&T, Varun Beverages, ITC, Hyundai, Swiggy, BPCL, Adani Green And More",More than 300 companies are set to announce their results for the second quarter of FY 2025-26 next week. The financial metrics will provide critical insights into the company’s performance in the July-September quarter. The upcoming Q2 FY26 results will also…,negative,0.99999297,6.6353896e-06,3.3675056e-07,https://www.ndtvprofit.com/quarterly-earnings/q2-results-next-week-bel-coal-india-lt-varun-beverages-itc-hyundai-swiggy-bpcl-adani-green-and-more
ITC,2025-10-25T01:57:41Z,GSTR-9 table 8A update: New invoice management system will form part of 8A from this year; Important things to watch out for,Taxpayers must prepare for significant changes in GSTR-9 annual returns for FY 2024-25. The new Invoice Management System (IMS) will now be integrated into Table 8A. This update impacts how invoices and ITC are reported. Professionals and taxpayers should rev…,negative,0.999918,1.3299589e-05,6.860103e-05,https://economictimes.indiatimes.com/wealth/tax/gstr-9-table-8a-update-new-invoice-management-system-will-form-part-of-8a-from-this-year-important-things-to-watch-out-for/articleshow/124797492.cms
ITC,2025-10-24T14:46:18Z,"BIRC 2025: India set for mega global rice conference eyeing Rs 1.8 lakh crore new markets, Rs 25,000 worth MoUs","This October, Delhi will be the backdrop for the Bharat International Rice Conference 2025, a pivotal gathering that unites global experts to enhance the transparency and efficiency of the rice market. With an ambitious goal to fortify India's role in interna…",neutral,0.020021869,0.97997576,2.346751e-06,https://economictimes.indiatimes.com/news/india/birc-2025-india-set-for-mega-global-rice-conference-eyeing-rs-1-8-lakh-crore-new-markets-rs-25000-worth-mous/articleshow/124788101.cms
ITC,2025-10-24T14:30:43Z,"Top gainers & losers today, 24 October: Bharti Airtel, ICICI Bank lead gains; Hindustan Unilever, UltraTech Cement decline","Top gainers and losers for October 24 reveal Bharti Airtel and ICICI Bank rising, while Hindustan Unilever and UltraTech Cement fall.",neutral,9.21714e-05,0.999853,5.4827775e-05,https://www.thehindubusinessline.com/markets/stock-markets/nse-bse-stock-market-top-gainers-top-losers-today-bhartiartl-icicibank-sunpharma-24-october-2025/article70198080.ece
ITC,2025-10-24T14:00:00Z,Manifold transform by recurrent cortical circuit enhances robust encoding of familiar stimuli,"Author summary In this research, we explored how the brain can become more efficient at processing familiar visual information. When we repeatedly see something, our brain’s response to it changes. In response to familiar stimuli, neurons across different vis…",negative,0.99475056,0.0051802685,6.909011e-05,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1013587
ITC,2025-10-24T13:40:08Z,ITC Hotels post record Q2 profit at Rs 133 crore; launches new premium brand ‘Epiq Collection’,"India Business News: NEW DELHI: Hospitality major ITC Hotels has reported its highest ever Q2 income at Rs 885 crore, up 13% from same period last fiscal; and also highest.",neutral,1.7499467e-08,1.0,1.1808322e-08,https://timesofindia.indiatimes.com/business/india-business/itc-hotels-post-record-q2-profit-at-rs-133-crore-launches-new-premium-brand-epiq-collection/articleshow/124787115.cms
ITC,2025-10-24T13:38:39Z,IPO-bound MTR parent Orkla bets on ‘local’ as rivals go for national play,"Norwegian firm Orkla, which owns packaged food and spices brands MTR and Great Eastern, is raising over ₹1,600 crore in a public listing next week. MD &amp; CEO Sanjay Sharma said the company will focus on catering to local tastes and preferences as it expand…",negative,0.999985,1.4572391e-05,4.7541263e-07,https://www.livemint.com/companies/ipobound-orkla-fmcg-food-spices-mtr-foods-rasoi-magic-local-tastes-foods-itc-business-tata-sunrise-11761303615343.html
ITC,2025-10-24T12:14:20Z,"Coforge Q2 Results: PAT jumps 86% YoY to Rs 376 crore, revenue rises 32%. Check dividend","Coforge Q2 Results: Coforge reported a stellar Q2, with net profit surging 86% year-on-year to Rs 376 crore. Revenue climbed 32% to Rs 3,986 crore, driven by strong order intake and new client acquisitions. The company's robust performance and low attrition s…",neutral,1.6165563e-09,1.0,2.045028e-09,https://economictimes.indiatimes.com/tech/information-tech/coforge-q2-results-pat-jumps-86-yoy-to-rs-376-crore-revenue-rises-32-check-dividend/articleshow/124785756.cms
ITC,2025-10-24T12:14:20Z,"Coforge Q2 Results: PAT jumps 86% YoY to Rs 376 crore, revenue rises 32%. Check dividend","Coforge Q2 Results: Coforge reported a stellar Q2, with net profit surging 86% year-on-year to Rs 376 crore. Revenue climbed 32% to Rs 3,986 crore, driven by strong order intake and new client acquisitions. The company's robust performance and low attrition s…",neutral,1.6165563e-09,1.0,2.045028e-09,https://economictimes.indiatimes.com/markets/stocks/earnings/coforge-q2-results-pat-jumps-86-yoy-to-rs-376-crore-revenue-rises-32-check-dividend/articleshow/124785438.cms
ITC,2025-10-24T11:38:18Z,ITC Hotels Q2 net jumps 74% to ₹133.29 crore,"Hospitality major ITC Hotels on Friday reported a 73.94 per cent year-on-year jump in its consolidated net profit to ₹133.29 crore for the second quarter, backed by 16 per cent y-o-y rise in Ebitda",neutral,1.3267004e-07,0.9999999,8.638081e-09,https://www.thehindubusinessline.com/companies/itc-hotels-q2-net-jumps-74-to-13329-crore/article70197630.ece
ITC,2025-10-24T10:41:19Z,"Roger Williams – Sunrise, Sunset album art","Contributed by Javi GonzalezSource: archive.org Internet Archive. License: All Rights Reserved. Gill Sans Shadow No. 1 was issued by Monotype as series 406 in 1936. Photo-Lettering had an adaptation named Gill Sans Shadow No. 406. On the cover of Sunrise, Sun…",negative,0.99997544,1.7703218e-06,2.273172e-05,https://fontsinuse.com/uses/69628/roger-williams-sunrise-sunset-album-art
ITC,2025-10-24T09:49:53Z,"ITC Hotels Q2 Results: Net Profit Soars More Than 74%, Revenue Rises","ITC Hotels Ltd. reported a robust 74.3% year-on-year rise in its net profit for the second quarter of fiscal 2026, according to an exchange filing on Friday. The company's bottom-line for the current quarter stood at Rs 133 crore, compared to Rs 76.2 crore in…",neutral,2.728483e-08,1.0,2.9229876e-09,https://www.ndtvprofit.com/quarterly-earnings/itc-hotels-q2-results-net-profit-soars-more-than-74-revenue-rises
ITC,2025-10-24T09:44:37Z,ITC Hotels Q2 profit rises 74% at ₹133 cr,Revenue from operations stood at ₹839.48 crore during the quarter under review as against ₹777.95 crore in the year-ago period,neutral,0.0004385149,0.99955374,7.693718e-06,https://www.thehindubusinessline.com/companies/itc-hotels-q2-profit-rises-74-at-133-cr/article70197322.ece
ITC,2025-10-24T09:05:58Z,"ITC Hotels Q2 Results: Cons PAT soars 74% YoY to Rs 133 crore, revenue rises 8%","ITC Hotels Q2 Results: ITC Hotels announced a significant 74% surge in its consolidated net profit for the second quarter, reaching Rs 133 crore compared to Rs 76 crore in the previous year. This impressive growth was accompanied by an 8% increase in revenue …",neutral,3.9944275e-09,1.0,1.7051067e-09,https://economictimes.indiatimes.com/markets/stocks/earnings/itc-hotels-q2-results-cons-pat-soars-74-yoy-to-rs-133-crore-revenue-rises-8/articleshow/124781641.cms
ITC,2025-10-24T07:54:30Z,"Sensex, Nifty pare early gains on profit booking; HUL, Laurus Labs, Colgate shares decline, Hindalco lead gainers","Benchmark indices declined on Friday as investors engaged in profit-taking after a six-day rally fueled by optimism over easing global trade tensions between India and the US, and a possible recovery in domestic corporate earnings.",positive,1.1560793e-05,0.00036587045,0.9996226,https://www.thehindubusinessline.com/markets/stock-markets/top-gainers-losers-on-nse-bse-today-24th-oct-sensex-nifty-pare-early-gains-on-profit-booking-hul-laurus-labs-colgate-shares-decline-hindalco-lead-gainers/article70197102.ece
ITC,2025-10-24T04:15:09Z,Conglomerates smell big opportunity in real estate as prices soar,"Major Indian conglomerates are increasingly investing heavily in real estate, rapidly expanding their development businesses to capitalise on soaring residential and commercial property prices.",neutral,0.021526506,0.9783075,0.00016606184,https://www.livemint.com/industry/conglomerates-bet-big-on-real-estate-boom-11761203891366.html
ITC,2025-10-24T03:53:04Z,"Q2 Results Live Today: SBI Life, Dr Reddy's Lab, SBI Cards, Coforge, ITC Hotels, Aditya Birla Sun Life AMC Company to announce Q2 results, HUL, Laurus Labs share price in focus","Q2 Results 24th October, 2025 live updates: Find all the latest Q2 results 2025 updates of SBI Life Insurance Company, Dr Reddy’s Laboratories, SBI Cards & Payment Services, Coforge, ITC Hotels, Aditya Birla Sun Life AMC, eClerx Services, Supreme Petrochem, L…",negative,0.9999833,1.6464914e-05,2.3371385e-07,https://www.thehindubusinessline.com/markets/q2-results-live-updates-sbi-life-dr-reddy-sbi-cards-coforge-itc-hotels-aditya-birla-sun-life-amc-hul-colgate-laurus-labs-andhra-cements-24-october-2025/article70193200.ece
ITC,2025-10-24T00:59:21Z,"Harbor Freight coupons for ITC, 20% off Predator gas generators, 25% off Predator generator covers and wheel kits, non-ITC saves 5% less","Harbor Freight offers coupons at savings below for ITC members.

Valid from Friday, October 24th through Sunday, October 26th.

Save 20% Off All PREDATOR Gas Generators
https://go.harborfreight.com/co",negative,0.99996173,3.339915e-05,4.8502106e-06,https://slickdeals.net/f/18728173-harbor-freight-coupons-for-itc-20-off-predator-gas-generators-25-off-predator-generator-covers-and-wheel-kits-non-itc-saves-5-less
ITC,2025-10-24T00:30:00Z,"Stocks in news: ITC Hotels, Dr Reddy's, SBI Life, Hero MotoCorp, Vedanta","Markets traded volatile on Thursday, ending nearly unchanged after early gains were erased by profit-taking in heavyweight stocks. Analysts suggest a short-term consolidation phase is likely, with Nifty holding above 25,600 considered healthy. Several compani…",positive,0.04475259,2.7546215e-05,0.95521986,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-itc-hotels-dr-reddys-sbi-life-hero-motocorp-vedanta/articleshow/124768458.cms
ITC,2025-10-23T20:07:31Z,Modified 1996 GMC Sonoma SLS,This 1996 GMC Sonoma SLS was acquired by the seller in 2021 and then modified with a built 5.3-liter Vortec V8 paired with a four-speed 4L60E automatic transmission. The truck is finished in green and tan over beige cloth and has also been modified with C5 Co…,negative,0.9999987,2.1232817e-07,1.0707392e-06,https://bringatrailer.com/listing/1996-gmc-sonoma-sls/
ITC,2025-10-23T19:03:43Z,How can solar EPCs navigate a complex market?,"EPC companies face diverse risks in solar projects, requiring financing certainty and compliance with domestic content regulations to succeed, writes contributor Brandon Childers, President, IGS Solar.",positive,0.010210957,4.122685e-05,0.9897479,https://www.renewableenergyworld.com/solar/how-can-solar-epcs-navigate-a-complex-market/
ITC,2025-10-23T16:36:46Z,"Ultrahuman smart rings have just been banned in the US, but there’s better news for RingConn fans",Ultrahuman smart rings are now banned from the US as the company loses a patent fight with Oura.,positive,0.05148828,0.021201042,0.92731065,https://www.techradar.com/health-fitness/ultrahuman-smart-rings-have-just-been-banned-in-the-us-but-theres-better-news-for-ringconn-fans
ITC,2025-10-23T16:09:00Z,Cearvol Draws the Spotlight at EUHA 2025 with Innovative Hearing Glasses and Open-Ear Hearing Aids,"Visit Hall 7 – Booth 242 | October 22–24, 2025 | Nuremberg Exhibition Center Visit Hall 7 – Booth 242 | October 22–24, 2025 | Nuremberg Exhibition Center",negative,0.99999213,6.909769e-06,9.456391e-07,https://www.globenewswire.com/news-release/2025/10/23/3172305/0/en/Cearvol-Draws-the-Spotlight-at-EUHA-2025-with-Innovative-Hearing-Glasses-and-Open-Ear-Hearing-Aids.html
ITC,2025-10-23T11:47:01Z,It May Soon Become Harder to Buy One of the Best Smart Rings,"Ultrahuman may soon be forced to remove its Ring Air from sale after an import ban on its products coming to the US.
Don't miss out on our latest stories. Add PCMag as a preferred source on Google.There are very few options for smart rings in the United State…",negative,0.99915695,3.2668726e-05,0.0008104007,https://me.pcmag.com/en/wearables/33056/it-may-soon-become-harder-to-buy-one-of-the-best-smart-rings
ITC,2025-10-23T11:47:01Z,It May Soon Become Harder to Buy One of the Best Smart Rings,"Ultrahuman may soon be forced to remove its Ring Air from sale after an import ban on its products coming to the US.
Don't miss out on our latest stories. Add PCMag as a preferred source on Google.There are very few options for smart rings in the United State…",negative,0.99915695,3.2668726e-05,0.0008104007,https://uk.pcmag.com/wearables/160873/it-may-soon-become-harder-to-buy-one-of-the-best-smart-rings
ITC,2025-10-23T07:00:30Z,SunPower Inc (SPWR) Q3 2025 Earnings Call Highlights: Revenue Surge and Strategic Expansion ...,"SunPower Inc (SPWR) reports significant revenue growth and strategic acquisitions, but faces cash flow challenges and integration hurdles.",neutral,4.828459e-05,0.8895476,0.11040418,https://finance.yahoo.com/news/sunpower-inc-spwr-q3-2025-070030745.html
ITC,2025-10-23T03:46:30Z,"One smart ring brand is gone from the US, and another just cut a deal","Smart ring options in the US just got slimmer, with Ultrahuman out of the picture for now.",negative,0.99990356,1.9488945e-05,7.693376e-05,https://www.androidauthority.com/ultrahuman-us-ban-3609467/
ITC,2025-10-23T03:25:23Z,"ITC Hotels, Swiggy among 7 stocks showing bullish RSI upswing","On October 21, seven stocks in the Nifty500 pack were highlighted in the RSI Trending Up scan, based on data from StockEdge.com. An uptrend signal occurs when the RSI value crosses above 50 from below. “RSI trending up” indicates that the Relative Strength In…",neutral,0.014837994,0.985019,0.000143074,https://m.economictimes.com/markets/stocks/news/itc-hotels-swiggy-among-7-stocks-showing-bullish-rsi-upswing/trend-watch/slideshow/124752144.cms
ITC,2025-10-23T00:40:00Z,"Day Trading Guide for October 23, 2025: Intraday supports, resistances for Nifty50 stocks","Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, SBI",negative,0.9999883,6.763707e-06,4.9100418e-06,https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-for-october-23-2025-intraday-supports-resistances-for-nifty50-stocks/article70190536.ece
ITC,2025-10-23T00:10:00Z,"Lower GST, higher bills: Salons and fitness centres raise prices despite tax relief","Salons, gyms, and yoga clubs have increased prices by 10-20% despite a GST rate reduction. This is due to the withdrawal of input tax credit (ITC), forcing businesses to absorb taxes on expenses. Without ITC, the benefit of lower GST rates is nullified, leadi…",neutral,0.0235968,0.9755628,0.0008403282,https://economictimes.indiatimes.com/industry/cons-products/fashion-/-cosmetics-/-jewellery/lower-gst-higher-bills-salons-and-fitness-centres-raise-prices-despite-tax-relief/articleshow/124747561.cms
ITC,2025-10-23T00:00:00Z,RNA structure modulates Cas13 activity and enables mismatch detection,An effective CRISPR RNA occlusion strategy enhances mismatch detection when using Cas13.,neutral,6.695588e-07,0.9999993,1.8633473e-08,https://www.nature.com/articles/s41587-025-02868-6
ITC,2025-10-22T10:40:00Z,Instant Noodles Strategic Business Report 2025: Competitive Intelligence on Key Players in the Instant Noodles Market and their Strategic Trajectories,"The Instant Noodles market presents opportunities driven by urbanization, lifestyle shifts, and demand for convenience. Innovation in healthier options and regional flavors enhances appeal. E-commerce growth and global middle-class expansion further broaden m…",neutral,3.1704005e-08,1.0,1.14790355e-08,https://www.globenewswire.com/news-release/2025/10/22/3170912/28124/en/Instant-Noodles-Strategic-Business-Report-2025-Competitive-Intelligence-on-Key-Players-in-the-Instant-Noodles-Market-and-their-Strategic-Trajectories.html
ITC,2025-10-22T10:19:19Z,Kolkata: ITC Hotels opens Welcomhotel Bodh Gaya with convention facilities,"ITC Hotels has opened Welcomhotel by ITC Hotels, Bodh Gaya, Hotel & Convention Centre, featuring 98 rooms and extensive MICE facilities. This new property aims to redefine business and leisure travel in Bihar, offering state-of-the-art convention venues and a…",negative,0.99967265,0.00032570315,1.6475102e-06,https://timesofindia.indiatimes.com/city/kolkata/kolkata-itc-hotels-opens-welcomhotel-bodh-gaya-with-convention-facilities/articleshow/124738535.cms
ITC,2025-10-22T09:50:05Z,You can still buy RingConn smart rings in the US - even after its patent dispute with Oura,"Ultrahuman, the other smart ring brand included in Oura's patent dispute, has yet to make a similar move.",negative,0.99947315,2.0680816e-05,0.0005061159,https://www.zdnet.com/article/you-can-still-buy-ringconn-smart-rings-in-the-us-even-after-its-patent-dispute-with-oura/
ITC,2025-10-22T08:25:03Z,Diwali 2025: Top Nifty stocks offering upside of up to 28% to bet on this Samvat 2082,"As the festive season draws to a close, leading brokerages have highlighted a select set of Nifty stocks with strong growth potential and robust fundamentals. These companies, spanning banking, energy, healthcare, automotive, defence, and consumer segments, c…",neutral,3.8436903e-09,1.0,1.3354822e-09,https://m.economictimes.com/markets/stocks/news/diwali-2025-top-nifty-stocks-offering-upside-of-up-to-28-to-bet-on-this-samvat-2082/festive-stock-picks/slideshow/124736804.cms
ITC,2025-10-21T15:44:51Z,100 Stocks to Buy: Is Sunrun Ready to Run Higher?,The solar panel installer’s stock jumped 5% on Monday after RBC Capital increased its target price to $22. RUN moved up five positions in Barchart’s Top 100 ...,neutral,3.736094e-05,0.9999584,4.275977e-06,https://www.barchart.com/story/news/35588523/100-stocks-to-buy-is-sunrun-ready-to-run-higher
ITC,2025-10-21T13:11:45Z,"Hotels aim to strike gold, eye growth opportunities in Ahmedabad","Ahmedabad's hotel sector is booming, driven by growth opportunities ahead of the 2030 Commonwealth Games and expanding financial services.",neutral,4.5200156e-07,0.9999989,6.453123e-07,https://www.thehindubusinessline.com/companies/hotels-aim-to-strike-gold-eye-growth-opportunities-in-ahmedabad/article70186437.ece
ITC,2025-10-21T12:52:49Z,"GST reforms may trigger surge in paper imports, warns industry body","Industry warns GST reforms may lead to increased paper imports, undermining domestic competitiveness and the 'Make in India' initiative.",positive,4.984232e-06,7.32738e-06,0.9999877,https://www.thehindubusinessline.com/markets/commodities/gst-reforms-may-trigger-surge-in-paper-imports-warns-industry-body/article70186372.ece
ITC,2025-10-21T10:21:35Z,Ready for Samvat 2082? Over 50 stock ideas from top brokerages to keep your portfolios in good wealth,"Indian equities are poised for a recovery in FY26-27, with brokerages anticipating an earnings rebound driven by fiscal and monetary easing. Attractive valuations and policy tailwinds are expected to fuel broad-based gains across sectors. Several brokerages h…",neutral,4.683511e-08,1.0,9.774796e-09,https://economictimes.indiatimes.com/markets/stocks/news/ready-for-samvat-2082-over-50-stock-ideas-from-top-brokerages-to-keep-your-portfolios-in-good-wealth/articleshow/124719132.cms
ITC,2025-10-21T08:38:53Z,"Markets shine in Muhurat trading as Sensex, Nifty open higher on festive optimism","The ceremonial trading session, which follows the traditional Laxmi Puja, saw the Sensex open at 84,484.67 against its previous close of 84,363.37, while the Nifty opened at 25,901.20 compared to its previous close of 25,843.15.",neutral,0.08851671,0.9113548,0.00012850348,https://www.thehindubusinessline.com/markets/markets-shine-in-muhurat-trading-as-sensex-nifty-open-higher-on-festive-optimism/article70185670.ece
ITC,2025-10-21T04:56:46Z,"Citizen X, 2023 redesign","Contributed by Philipp MarcPhoto: Philipp Marc. License: All Rights Reserved. Citizen X is an investment firm focused exclusively on ventures, token projects, and protocols built for Web3 services, DeFi, and NFTs. The core idea behind the brand identity is ro…",negative,0.9989215,0.0010557164,2.27693e-05,https://fontsinuse.com/uses/72510/citizen-x-2023-redesign
ITC,2025-10-21T04:04:52Z,Diwali Snack Wars: New kids aim to bite into India’s legacy brands,"India's Rs 46,571-crore snack market is a fierce battleground this Diwali, pitting legacy giants like Haldiram's against startups offering 'clean' and 'modern' indulgences. As the market is projected to more than double by 2033, both traditional and new playe…",negative,0.8157034,0.00081066834,0.18348591,https://economictimes.indiatimes.com/industry/cons-products/food/diwali-india-snacks-2025-halidirams-balaji-wafers-bikaji-farmley-namkeen-healthy-snacking/articleshow/124713051.cms
ITC,2025-10-20T19:50:55Z,Vicor steps up its IP licensing practice,"Licensing enables resilient, scalable supply chains in AI, automotive and industrial markets ANDOVER, Mass., Oct. 20, 2025 (GLOBE NEWSWIRE) — Vicor Corporation (NASDAQ: VICR) Intellectual Property (IP) stemming from Vicor’s development of high-density power s…",neutral,0.008084396,0.99191487,7.480841e-07,https://financialpost.com/globe-newswire/vicor-steps-up-its-ip-licensing-practice
ITC,2025-10-20T19:50:00Z,Vicor steps up its IP licensing practice,Vicor announces new IP licensing practice after favorable ITC decisions enabling supply chain resiliency in AI and automotive markets.......,neutral,0.06412854,0.93561363,0.00025782047,https://www.globenewswire.com/news-release/2025/10/20/3169740/0/en/Vicor-steps-up-its-IP-licensing-practice.html
